job_id,job_title,company,salary_min,salary_max,yrs_of_exp_min,yrs_of_exp_max,job_city,due_date,job_details,job_requirements,job_benefits,location,other_info
35C17331,[TUYỂN GẤP]_CHUYÊN VIÊN PHẦN MỀM/ IT software developer (Lâm Đồng),Công Ty Cổ Phần Sữa Đà Lạt,,,2,3,Lâm Đồng,2024/11/17,"Mô tả Công việc Chịu trách nhiệm Phối hợp Quản lý IT và IT tập đoàn triển khai các dịch vụ công nghệ thông tin, phần mềm ứng dụng tại công ty.Responsibility for implimenting IT service, software, app for company with IT Manager & IT of TH GroupChịu trách nhiệm thiết kế, phát triển và triển khai các phần mềm ứng dụng mới, cũng như bảo dưỡng, nâng cấp các phần mềm đang sử dụng, tùy thuộc vào nhu cầu của các phòng ban/ bộ phận trên môi trường và công nghệ phù hợp (.NET, MS-SQL...)Chịu trách nhiệm hỗ trợ người dùng về hoạt động của hệ thống phần mềm trong công ty: SAP, Uniform, SCR, DairyMaster, phần mềm quản lý sản xuất, thu mua sữa, nhân sự...Responsibility for support user all software within company: SAP, SCR and Dairymaster system, Production, Ramilk purchase, HR...Lập kế hoạch và tổ chức Chương trình đào tạo (nội bộ và bên ngoài) cho người sử dụng / nhân viên IT tại cụm trại để nâng kỹ năng chung /nâng cao trong việc sử dụng hệ thống máy tính / Phần mềm.Planning and organizing Training Programs (inhouse and outside) to FC’s users/IT Staff to improve General/Specific skills in the usage of Computer Systems / SoftwareHỗ trợ quản lý IT trong công tác điều hành và quản lý hệ thống thông tin.To provide general support to IT managers in the operation and Management IT systems***Làm việc tại Tu Tra, Đơn Dương, Lâm Đồng","Yêu Cầu Công Việc Tốt nghiệp ĐH trở lên chuyên ngành CNTT phần mềmCó ít nhất 3 - 5 năm kinh nghiệm trở lên ở vị trí lập trình, thiết kế và triển khai phần mềmKỹ năng lập kế hoạch và triển khai công việc;Kỹ năng đào tạo, huấn luyện, xây dựng kế hoạch;Nhạy bén với số liệu, nhạy bén các cơ hội, khả năng tư duy logic tốt;Kỹ năng làm việc độc lập hoặc theo nhóm, làm việc dưới áp lực cao;Kỹ năng đàm phán, thương lượng, giao tiếp tốt, thuyết trình, tạo ảnh hưởng;","Laptop,Chế độ bảo hiểm,Du Lịch,Phụ cấp,Đồng phục,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Phụ cấp thâm niên,Nghỉ phép năm","Địa điểm làm việcLâm Đồng                        Cầu Tu Tra, Cầu Tu Tra, xã Tu Tra, Đơn Dương, Lâm Đồng","Thông tin khác Bằng cấp:                Đại học          Phụ cấp khác:        - Thưởng lương tháng 13, 14.- Xét tăng lương hàng năm theo kết quả đánh giá công việc.- Phụ cấp sinh nhật, hiếu, hỉ...- Thưởng các ngày lễ, tết. Thời gian thử việc: 60 ngày  Cơ hội huấn luyện: Cơ hội đào tạo, huấn luyện về chuyên môn và kỹ năng mềm theo chế độ của Dalatmilk và Tập đoàn TH  Độ tuổi:                        25 - 35                  Thời gian làm việc: Thứ 2 - thứ 6 - 44 giờ/ tuần; 07:30 - 12:00; 13:00 - 17:30  Phúc lợi:      - Thưởng lương tháng 13, 14.- Xét tăng lương hàng năm theo kết quả đánh giá công việc.- Phụ cấp sinh nhật, hiếu, hỉ...- Thưởng các ngày lễ, tết. Ngày nghỉ: Thứ 7 - Chủ nhật Lương:       Cạnh tranh"
35C1907F,Frontend Developer,CÔNG TY CỔ PHẦN VUA NỆM,,,2,,Hà Nội,2024/10/28,"Mô tả Công việc 1. Phát triển các giao diện website và các ứng dụng bằng ngôn ngữ lập trình: -       Cắt giao diện Website từ file thiết kế Figma thành HTML/CSS, Javascript.-       Lập trình chức năng Frontend cho các tính năng quản trị của Website bằng ngôn ngữ AngularJS.-       Thiết kế giao diện Web/ứng dụng thân thiện với người dùng dựa trên nhiều loại ngôn ngữ lập trình khác nhau, đảm bảo đáp ứng các tiêu chuẩn về đồ họa trên giao diện. Giao diện cần đảm bảo responsive trên các trình duyệt, thiết bị sử dụng khác nhau-       Tham gia xây dựng, phát triển chức năng và tích hợp giữa các hệ thống phần mềm sử dụng tại Vua Nệm-       Đảm bảo đáp ứng các tiêu chuẩn về đồ họa trên giao diện.2. Phối hợp với Back-end và các vị trí khác trong team để xây dựng sản phẩm:-       Phối hợp với PO – BA để cùng tham gia vào quá trình xây dựng tài liệu, thực hiện chạy Sprint.-       Phối hợp cùng UI/UX, Desinger để xây dựng tài liệu thiết kế phù hợp.-       Phối hợp và hỗ trợ Back-end Developer trong quá trình lập trình và quản lý sự cố.-       Phối hợp với QC-Tester để nghiệm thu, kiểm thử hệ thống và testing API. ","Yêu Cầu Công Việc -       Tốt nghiệp Đại học chuyên ngành công nghệ thông tin, khoa học máy tính, kỹ thuật máy tính hoặc một lĩnh vực tương tự-       Kinh nghiệm làm việc tại vị trí tương đương từ 2 năm trở lên.-       Thành thạo AngularJS, HTML, CSS, jQuery, …-       Có kinh nghiệm tự xử lý Responsive và Cross-Browser-       Sử dụng công cụ Git (như GitHub, GitLab, …) để quản lý code và làm việc nhóm-       Có kinh nghiệm kiểm thử và gỡ lỗi trình duyệt-       Kỹ năng quản lý thời gian và quản lý dự án tốt-       Kỹ năng tự học hỏi, nâng cao trình độ chuyên môn-       Kỹ năng làm việc nhóm-       Đọc & hiểu tài liệu chuyên ngành-       Chăm chỉ, nhiệt tình và trách nhiệm cao trong công việc","Laptop,Chế độ bảo hiểm,Du Lịch,Phụ cấp,Đồng phục,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Nghỉ phép năm,CLB thể thao","Địa điểm làm việcHà Nội                        Tòa nhà Ocean Park số 1 Đào Duy Anh, Phương Mai, Đống Đa, Hà Nội",Thông tin khác Bằng cấp:                Đại học          Độ tuổi:                Không giới hạn tuổi         Lương:       Cạnh tranh
35C19750,Chuyên viên Kiểm thử phần mềm (Automation Tester),Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),,,2,,Hà Nội,2024/10/30,"Mô tả Công việc  Thực hiện công tác kiểm thử, đảm bảo chất lượng phần mềm, báo cáo tiến độ, kết quả tới Trưởng phòng/Ban Giám đốc Trung tâm.  Tổ chức thực hiện và thực hiện công tác mảng Kiểm thử phần mềm (kiểm thử tự động và kiểm thử thủ công). Tham gia công tác biên soạn các Quy định, Quy trình, văn bản hướng dẫn phát triển và kiểm thử ứng dụng.","Yêu Cầu Công Việc  Tốt nghiệp từ Đại học trở lên, chuyên ngành CNTT, Điện tử viễn thông,... Kinh nghiệm tối thiểu 02 năm tại vị trí Chuyên viên Công nghệ thông tin, Kiểm thử phần mềm hoặc tương đương Thành thạo các ngôn ngữ lập trình như JavaScript, TypeScript Có kinh nghiệm với Playwright hoặc các công cụ tương tự (ví dụ: Puppeteer, Selenium WebDriver) Hiểu biết về mô hình đối tượng trang (POM). Hiểu biết sâu sắc về các nguyên tắc, phương pháp và thực hành kiểm thử phần mềm (ví dụ: kiểm thử đơn vị, kiểm thử tích hợp, kiểm thử hồi quy). Kỹ năng xử lý sự cố tốt để xác định các sự cố trong tập lệnh và ứng dụng web. Có kinh nghiệm với các hệ thống kiểm soát phiên bản như Git Kiến thức về pipeline Tích hợp liên tục/Triển khai liên tục (CI/CD) Sử dụng thành thạo các phần mềm tin học văn phòng, gồm bộ công cụ Microsoft Office liên quan như Microsoft Office Word, Excel, Power Point, Outlook e-mail.. Khả năng chịu áp lực và cường độ công việc lớn Giao tiếp tốt, tuy duy hệ thống, khả năng ra quyết định Có tính kỷ luật cao","Laptop,Chế độ bảo hiểm,Du Lịch,Phụ cấp,Đồng phục,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Công tác phí,Nghỉ phép năm",,Thông tin khác Bằng cấp:                Đại học          Độ tuổi:                Không giới hạn tuổi         Lương:       Cạnh tranh
35C192F8,[Ha Noi] - Data Analyst/Chuyên Viên Phân Tích Dữ Liệu,Công Ty TNHH Zeder Việt Nam,,,3,5,Hà Nội,2024/10/29,"Mô tả Công việc - Lead the development and maintenance of Power BI dashboards and reports, ensuring they meet the needs of end-users for acurate an timely insight.- Collaborate with IT and data management teams to design and implement a scalable data warehouse architecture that supports the organisation's BI needs.- Work closely with stakeholders across the organisation to identify reporting requirements and translate business needs into technical specifications.- Manage the full lifecycle of BI projects, from requirements gathering to implementation and user training.- Ensure data accuracy and integrity by implementing quality controls and validation processes.- Provide technical guidance and support in the selection and integration of BI tools and software.- Stay abreast of the latest industry trends in BI and analytics, recommending improvements to tools and processes to maintain competitive advantage.- Conduct ad-hoc data analysis and present findings to stakeholders in a clear and concise manner.","Yêu Cầu Công Việc - Bachelor’s degree in Computer Science, Data Analytics, Information Systems, or a related field.- Minimum 3 years’ experience in analytical background.- Proven experience as a Data Analyst, with extensive experience in using Power BI for dashboard and report development.- Strong background in data warehousing principles and practices, with hands-on experience in setting up a data warehouse from scratch.- Proficient in SQL and familiar with other programming languages (e.g., Python, R) for data manipulation and analysis.- Solid understanding of BI and data analytics concepts, with the ability to translate business requirements into technical solutions.- Excellent problem-solving skills and the ability to work independently on complex projects.- Strong communication skills, with the ability to articulate technical concepts to non-technical stakeholders.Nice-to-have:- Experience with cloud-based data warehousing solutions (e.g., AWS, Azure, Google Cloud).- Knowledge of data modelling and data governance practices.","Laptop,Chế độ bảo hiểm,Du Lịch,Phụ cấp,Đồng phục,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Nghỉ phép năm",,Thông tin khác Bằng cấp:                Đại học          Độ tuổi:                        25 - 40                 Lương:       Cạnh tranh
35C17ABA,GAME DESIGNER - LẬP KẾ HOẠCH CHO GAME,Koei Tecmo Software Vietnam,,,,,Hà Nội,2024/10/20,"Mô tả Công việc NỘI DUNG CÔNG VIỆC: + Lên kế hoạch/phát triển/vận hành các Game ứng dụng smartphone đang vận hành tại thị trường Nhật Bản và các thị trường trên toàn cầu + Thiết kế những tính năng trong game + Lên ý tưởng thiết kế UI, UX cho hệ thống game + Điều chỉnh cân bằng game + Làm việc cùng CG Artists, Programmer, Tester nhằm đảm bảo tính năng trong game được thực hiện đúng + Phân tích số liệu, phản hồi của người dùng nhằm đưa ra cải tiến cho game CHẾ ĐỘ ĐÃI NGỘ: - Có trợ cấp năng lực tiếng Nhật JLPT - Thưởng 2 lần/ 1 năm - Có cơ hội đi đào tạo và làm việc tại Nhật và Singapore - Chế độ hỗ trợ học ngoại ngữ ( Chi phí công ty trả ) - Chế độ phúc lợi đầy đủ (tham gia BHXH, BHYT, BHTN theo quy định, du lịch công ty, tiệc năm mới, tiệc đón nhân viên mới, tiệc chúc mừng sinh nhật, ...) - Thẻ Bảo hiểm sức khỏe, tai nạn cho nhân viên - Nghỉ thứ bẩy và chủ nhật và các ngày nghỉ Lễ Tết khác theo quy định.","Yêu Cầu Công Việc + Sinh viên tốt nghiệp đại học trở lên. + Yêu thích game, am hiểu về game. + Có năng lực tiếng Nhật N2 trở lên, hoặc Tiếng Anh TOEIC từ 800 điểm trở lên (hoặc trình độ tương đương)","Chế độ bảo hiểm,Du Lịch,Phụ cấp,Đồng phục,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Phụ cấp thâm niên,Nghỉ phép năm",,Thông tin khác Bằng cấp:                Đại học          Độ tuổi:                Không giới hạn tuổi         Lương:       Cạnh tranh
35C1BC81,NHÂN VIÊN IT (GẤP),CÔNG TY TNHH DAEYEONG VINA ,,,2,3,Đồng Nai,2024/11/15,"Mô tả Công việc - Lắp đặt, bảo trì, sửa chữa hệ thống máy tính, mạng LAN, mạng nội bộ,thiết bị viễn thông, thiết bị an ninh cho công ty- Quản lý Server, hệ thống mạng, tìm nguyên nhân và xử lý các sự cố hệ thống (trên server hay network)- Quản lý và kiểm tra số liệu trên phần mềm TPMS- Các công việc khác theo yêu cầu của Công ty- Chi tiết sẽ trao đổi cụ thể trong buổi phỏng vấn",Yêu Cầu Công Việc - Có kinh nghiệm 2 - 3 năm vị trí IT- Có khả năng giao tiếp bằng tiếng Anh- Nộp CV bằng tiếng Anh,"Chế độ bảo hiểm,Du Lịch,Phụ cấp,Đồng phục,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Phụ cấp thâm niên,Nghỉ phép năm","Địa điểm làm việcĐồng Nai                        Đường 13, Khu Công Nghiệp Amata, Thành phố Biên Hòa, Đồng Nai",Thông tin khác Bằng cấp:                Đại học          Độ tuổi:                Không giới hạn tuổi         Lương:       Cạnh tranh
35C1AE5D,"Sofware Engineer (Microsoft Power Apps, Dynamics AX, SQL Server)",Công ty TNHH FES VietNam,,,,,Bình Dương,2024/11/10,"Mô tả Công việc -  Sử dụng Power App, Sharepoint, SQL Server để phát triển ứng dụng theo yêu cầu của tổ chức.Utilize Power app, Sharepoint, SQL Server to develop applications as organize requirement.- Sử dụng X++ để xây dựng và phát triển các tính năng trên nản tản Dynamic AX 2012 R3 theo yêu cầu của tổ chức.Utilize X++ to build and develop all functions in Dynamic AX 2012 R3 as organize requirement.- Sử dụng Power Automate để tự động hóa quy trình làm việc và quy trình kinh doanh.Utilize Power Automate to automate workflows and business processes.- Duy trì và cập nhật để đảm bảo hệ thống tiếp tục đáp ứng yêu cầu kinh doanh.Maintain and update to ensure system continues to meet business requirements.- Theo dõi và xử lý tất cả các issue của hệ thống App/ AX cho người dùng cuối, đảm bảo hệ thống vận hành liên tục.Following and processing all issues of apps/ Dynamics AX for end user to make sure operation system always running.- Đảm bảo rằng các ứng dụng và quy trình làm việc tuân thủ các chính sách bảo mật của tổ chức và các quy định của ngành.Ensure that applications and workflows comply with organizational security policies and industry regulations.","Yêu Cầu Công Việc -  Tốt nghiệp chuyên ngành công nghệ thông tin, hệ thống thông tin, công nghệ phần mềm. Có kinh nghiệm từ 6 - 1 nămGraduated with major Information Technology, Information System, Software Engineer have 6 - 1 year of exp- Có kinh nghiệm phát triển App và lập trình X++Has experience in developing App and X++ programming.- Thành thạo Thiết kế, phát triển và triển khai các ứng dụng tùy chỉnh bằng. Microsoft Power Apps, Dynamics AX 2012 R3, Power BI, Report Builder, SQL ServerProfessional design, develop, and deploy custom applications using Microsoft Power Apps, Dynamics AX 2012 R3, Power BI, Report Builder, SQL Server.- Thành thạo sử dụng Power Automate để tự động hóa quy trình làm việc và quy trình kinh doanh.Professionals utilize Power Automate to automate workflows and business processes.- Thành thạo sử dụng X++ và các công cụ phát triển khác để viết mã và tạo giải pháp phần mềm.Professionals utilize X++ and other development tools to write code and create software solutions.- Khả năng thích ứng nhanh với các thay đổi hệ thống và thành thạo các sản phẩm trong hệ sinh thái MicrosoftAbility to quickly adapt with the changing of system and professional the product of Microsoft environment.- Khả năng thích ứng và học hỏi những ngôn ngữ lập trình mới C#, Java, Python, Java script, CSS… theo yêu cầu của tổ chức.Ability to utilize and learn another programming language such as C#, Java, Python, Java Script, CSS.. as company’s requirement.- Có khả năng đào tạo và hỗ trợ cho người sử dụng.Ability training and support to end-users.- Xây dựng tài liệu đào tạo.Create documentation and training materials.- Có khả năng làm việc tốt với tất cả cấp quản lý và nhân viênAbility to work well with all levels of managements & employees","Chế độ bảo hiểm,Du Lịch,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Nghỉ phép năm","Địa điểm làm việcBình Dương                        No.11, Street 8, Vietnam – Singapore  Industrial Park, Binh Hoa, Thuan An, Binh Duong",Thông tin khác Bằng cấp:                Đại học          Độ tuổi:                Không giới hạn tuổi         Lương:       Cạnh tranh
35C19CB6,Data Engineer - Khối Dữ liệu (HO24.137),Ngân Hàng TMCP Quân Đội,,,1,,Hà Nội,2024/11/03,"Mô tả Công việc  Thực hiện công việc tích hợp, phát triển dữ liệu, hỗ trợ vận hành hệ thống công nghệ dữ liệu trong mảng chức năng được giao đảm bảo đúng quy trình, quy định của MB nhằm thực hiện thành công mục tiêu chung của đơn vị. Tự phát triển hoặc phối hợp cùng các nhà cung cấp phát triển/triển khai các giải pháp Công nghệ dữ liệu theo các công việc được phân công. Duy trì hoạt động của các sản phẩm/dịch vụ được phân công. Nghiên cứu, tìm kiếm, tham mưu các giải pháp/sáng kiến Công nghệ dữ liệu và đề xuất nhà cung cấp đáp ứng yêu cầu của công việc. Phát triển, kiểm thử (Unit test), nghiệm thu và hỗ trợ mức 2 (Level 2) các sản phẩm và dịch vụ Công nghệ dữ liệu","Yêu Cầu Công Việc  Tốt nghiệp Đại học các chuyên ngành Công nghệ thông tin, Điện tử-Viễn thông, Toán Tin, Khoa học máy tính, Khoa học dữ liệu,… Ưu tiên ứng viên có một trong các chứng chỉ nghề quốc tế về lập trình phát triển dữ liệu về Oracle (Oracle Certified Associate (OCA), Oracle Certified Professional (OCP), Oracle Certified Master (OCM), Oracle Certified Expert (OCE) và Specialist cho Oracle Database 12c...), Netezza, BI Tableau, BI publisher, Cloud ( AWS Certified Solutions Architect, AWS Certified Developer – Associate, ...). TOEIC 450 hoặc chứng chỉ tương đương.","Chế độ bảo hiểm,Du Lịch,Phụ cấp,Du lịch nước ngoài,Đồng phục,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Phụ cấp thâm niên,Nghỉ phép năm,CLB thể thao",,Thông tin khác Bằng cấp:                Đại học          Độ tuổi:                Không giới hạn tuổi         Lương:       Cạnh tranh
35C1BF12,AUTOMATION PROJECT ENGINEER,CÔNG TY TNHH CRYSTAL ELEGANCE TEXTILES VIỆT NAM,,,3,7,Bình Dương,2024/11/16,"Mô tả Công việc 1. Project managementProject progress tracking;Coordinate with internal teams, external vendors, and stakeholders to ensure successful project implementation;Oversee testing, training, ensuring minimal disruption to operations;Assist in the development of project plans, timelines;Liaise with project stakeholders to gather requirements, communicate project updates, and ensure project objectives are met.2. Technical / Layout drawings review and revisionMachine/civil architecture drawings review and revision via CAD software;Assist in conducting feasibility studies and evaluating alternative layouts to determine the most cost-effective and efficient solutions;Collaborate with cross-functional teams to gather input and feedback on layout designs.3. Other support ad hoc tasks as assignedWorking address: Binh Chuan Production Area, Binh Chuan Ward, Thuan An City, Binh Duong Province, Vietnam","Yêu Cầu Công Việc Education: University or college degree, major: Automation engineering, Mechanical engineering or relatedExperience: Over 3 years's experience, prefer relevant experience in AGV project, warehouse automation technology, AS/RS;Language: Fluency in English, Chinese is a plus;Knowledge and skills: Excellent communication skills, the ability to multitask, and a strong understanding of project management principles","Chế độ bảo hiểm,Phụ cấp,Xe đưa đón,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Nghỉ phép năm",,Thông tin khác Bằng cấp:                Cao đẳng          Độ tuổi:                Không giới hạn tuổi         Lương:       Cạnh tranh
35C1E372,Phú Quốc - Chuyên Viên Giám Sát IT - Dự Án Park Hyatt,BIM Group,,,6,,Kiên Giang,2024/10/30,"Mô tả Công việc - Tham gia công tác giám sát chất lượng, khối lượng, tiến độ thi công cơ điện.- Phối hợp với các bộ phận khác của Ban quản lý dự án, nhà thầu trong công tác liên quan.- Kiểm tra điều kiện thi công của hồ sơ thiết kế, trước và trong quá trình thi công.- Thực hiện các công việc khác theo chỉ đạo của cấp trên.","Yêu Cầu Công Việc - Tốt nghiệp Đại học chuyên ngành kỹ thuật liên quan đến cơ điện, chuyên ngành CNTT, điện tử viễn thông (Hệ thống thông tin, truyền thông và mạng máy tính) hoặc tương đương.- Chứng chỉ giám sát công tác lắp đặt thiết bị vào công trình - Hạng 2 trở lên.- Có kinh nghiệm từ 06 năm trở lên trong lĩnh vực thi công/giám sát mảng điện nhẹ các dự án nhà cao tầng và các dự án Resort 4 - 5 sao.- Có hiểu biết tổng quan về hệ thống kỹ thuật trong công trình, có kiến thức tốt về hệ thống mạng LAN, VLAN, firewall, server và môi trường ảo hóa, tổng đài điện thoại, CCTV, IPTV, access control.- Ưu tiên sử dụng tiếng Anh giao tiếp và tiếng Anh chuyên ngành (Làm việc trực tiếp với đối tác nước ngoài).- Sử dụng tốt AutoCAD và các phần mềm văn phòng.","Laptop,Chế độ bảo hiểm,Du Lịch,Phụ cấp,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Nghỉ phép năm","Địa điểm làm việcKiên Giang                        Tổ 6, ấp Đường Bào, xã Dương Tơ, huyện Phú Quốc, tỉnh Kiên Giang",Thông tin khác Bằng cấp:                Đại học          Độ tuổi:                Không giới hạn tuổi         Lương:       Cạnh tranh
35C1F81D,Nhân viên IT phần mềm,Công Ty Cổ Phần Bao Bì Việt Hưng Sài Gòn	,8.0,11.0,1,,Đồng Nai,2024/10/31,"Mô tả Công việc - Tham gia xây dựng viết ứng dụng hệ thống Microsoft Power Flatform của Công ty- Hỗ trợ các Key User giải quyết các issues phát sinh, quản trị database SQL- Hoàn thiện và tài liệu hóa giải pháp mới đưa vào đào tạo và sử dụng- Một số công việc khác theo sự phân công của Trưởng Phòng","Yêu Cầu Công Việc - Trình độ: Cao đẳng trở lên, chuyên ngành CNTT- Nam/Nữ: 24 đến 27 tuổi- Kinh nghiệm dưới 2 năm hoặc mới ra trường có hiểu biết về ít nhất một ngôn ngữ lập trình như Python, C#...- Biết sử dụng 1 trong các cơ sở dữ liệu SQL server, My SQL...","Chế độ bảo hiểm,Phụ cấp,Xe đưa đón,Đồng phục,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Phụ cấp thâm niên,Nghỉ phép năm,CLB thể thao","Địa điểm làm việcĐồng Nai                        KCN Nhơn Trạch 2-Lộc Khang, Hiệp Phước, Nhơn Trạch, Đồng Nai",Thông tin khác Bằng cấp:                Cao đẳng          Thời gian thử việc: 2 tháng  Độ tuổi:                        24 - 27                  Thời gian làm việc: 8h-17h thứ Hai đến thứ Bảy Lương:                   8 Tr - 11 Tr       VND
35C1622B,NHÂN VIÊN VẬN HÀNH HỆ THỐNG PHẦN MỀM F&B,CÔNG TY CỔ PHẦN THÀNH PHỐ DU LỊCH SINH THÁI SƠN TIÊN,,,2,,Đồng Nai,2024/11/11,"Mô tả Công việc Triển khai, hướng dẫn nhân viên sử dụng Phần mềm Quản lý bán hàng trực tiếp hoặc từ xa;Cài đặt lên hệ thống phần mềm. (Định lượng, kiểm tra tồn kho, chi phí nguyên vật liệu,…)Kiểm tra phần mềm, thiết bị phần cứng đảm bảo chất lượng hệ thống sau khi triển khai;Đảm bảo hoàn thành công việc về số lượng và chất lượng được giao theo kế hoạch;Thực hiện các công việc phát sinh khác theo sự phân công của Trưởng phòng F&B","Yêu Cầu Công Việc • Có ít nhất 2 năm kinh nghiệm ở vị trí tương đương, ưu tiên ứng viên có kinh nghiệm vận hành hệ thống phần mềm F&B (Kingport...).• Có tư duy logic tốt; Kỹ năng giao tiếp, ứng xử tốt; Có khả năng làm việc độc lập và theo nhóm; Nhanh nhẹn, nhiệt tình trong công việc• Có khả năng phân tích và xử lý tình huống tốt. Có tinh thần trách nhiệm và chủ động trong công việc.","Chế độ bảo hiểm,Du Lịch,Xe đưa đón,Du lịch nước ngoài,Đồng phục,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Phụ cấp thâm niên","Địa điểm làm việcĐồng Nai                        KHU DU LỊCH SƠN TIÊN - QL 51, KP4, AN HOÀ, BIÊN HOÀ, ĐỒNG NAI",Thông tin khác Bằng cấp:                Cao đẳng          Độ tuổi:                Không giới hạn tuổi         Lương:       Cạnh tranh
35C1E83C,Lập trình viên ứng dụng tại Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHIỆP WELDCOM,15.0,25.0,2,5,Hà Nội,2024/11/01,"Mô tả Công việc Weldcom tuyển 02 chuyên viên lập trình, làm việc tại trụ sở chính số 285A Ngô Gia Tự, Long Biên, Hà Nội.Chi tiết công việc: Lập trình các ứng dụng phần mềm phục vụ cho hoạt động sản xuất, kinh doanh của Công ty trên các nền tảng web, windows form. Cụ thể:- Phối hợp với các bộ phận khác để đưa ra ý tưởng cho các mẫu thiết kế phần mềm, ứng dụng mới.- Xây dựng phần mềm, ứng dụng mới bằng các ngôn ngữ lập trình thích hợp.- Phát triển và xây dựng các tính năng mới cho phần mềm.- Nâng cấp phần mềm và các hệ thống để đảm bảo tính bảo mật và hiệu quả hơn.- Phối hợp với nhóm Service Desk để viết tài liệu hướng dẫn sử dụng.- Kiểm tra và bảo trì các chương trình, ứng dụng định kỳ, tiến hành sửa lỗi khi có vấn đề xảy ra.- Triển khai và giới thiệu sản phẩm phần mềm tới khách hàng","Yêu Cầu Công Việc - Tốt nghiệp từ đại học chuyên ngành công nghệ thông tin, phần mềm....- Sử dụng một số ngôn ngữ lập trình:.NET/C#, Java, Python, Web Service- Có kiến thức về SQL- Lập trình với hệ CSDL: MSSQL, MySQL, Postgres, Oracle- Thành thạo HTML, CSS, Bootstrap, Javascript, Jquery- Kinh nghiệm sử dụng GIT như GitHub/GitLab, Docker container- Có khả năng phân tích, tổng hợp dữ liệu ở các nguồn dữ liệu khác nhau..- Kỹ năng làm việc độc lập, làm việc nhóm tốt.- Hoạt bát, siêng năng, trung thực, chịu áp lực công việc.- Ưu tiên có kinh nghiệm triển khai các giải pháp phần mềm quản trị doanh nghiệp đặc biệt các doanh nghiệp có yếu tố sản xuất, xây dựng các phần mềm, thiết kế database, big data.","Chế độ bảo hiểm,Du Lịch,Phụ cấp,Đồng phục,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Phụ cấp thâm niên,Nghỉ phép năm,CLB thể thao","Địa điểm làm việcHà Nội                        285A Ngô Gia Tự, Đức Giang, Long Biên, Hà Nội",Thông tin khác Bằng cấp:                Cao đẳng          Độ tuổi:                Không giới hạn tuổi         Lương:                   15 Tr - 25 Tr       VND
