job_id,job_title,company,salary_min,salary_max,yrs_of_exp,job_city,due_date,job_details,job_requirements,job_benefits,location
1827666,Chuyên Viên Tích Hợp Hệ Thống,Công Ty CP Công Nghệ Bằng Hữu (Amigo),,,2,Hà Nội,9 giờ,"Mô tả công việc•	Thực hiện công việc triển khai dự án;•	Hỗ trợ dự án sau triển khai;•	Lập và lưu trữ các hồ sơ liên quan đến quá trình triển khai;•	Học hỏi và cập nhật các kiến thức/ công nghệ mới theo kế hoạch đào tạo, hoặc theo kế hoạch đào tạo của cá nhân (phù hợp với định hướng của công ty).","Trình độ:•	Tốt nghiệp đại học chuyên nghành CNTT, Toán tin, ĐTVT•	Có khả năng đọc hiểu các tài liệu kỹ thuật tiếng Anh, giao tiếp tốt bằng tiếng Anh là 1 lợi thếYêu cầu về kiến thức chuyên môn:•	Có kiến thức về: hệ thống lưu trữ NAS, SAN, Object Storage & SAN Fabric.•	Có kiến thức về giải pháp đồng bộ dữ liệu•	Có kiến thức về giải pháp HA (High Availability) mức tủ đĩa•	 Có khả năng triển khai & kinh nghiệm triển khai cho một trong các loại Storage, San Switch phổ thông như HPE Primera, IBM FS9000, IBM V7000, Hitachi VSP, DellEMC PowerStore, NetApp, Brocade, Cisco MDS•	Có kiến thức về giải pháp backup dữ liệu & có khả năng thiết kế, cài đặt, cấu hình, cho 1 trong các giải pháp backup dữ liệu sau: Veeam, Commvault, NetBackup, Veritas, Dell EMC Data Protection, EMC Networker & Data Domain, IBM Tivoli Spectrum Protect, HPE Data Protector•	Có kiến thức cơ bản về các hệ điều hành Windows, Linux, AIXƯu tiên chuyên môn: Ưu tiên các ứng viên có chứng chỉ quốc tế về mảng Storage, giải pháp backup.Kinh nghiệm: Có ít nhất 02 năm kinh nghiệm triển khai các dự án tích hợp hệ thống CNTT cho các tổ chức, doanh nghiệp lớn như Ngân hàng, Công ty tài chính, Công ty chứng khoán …Kỹ năng khác:•	Kỹ năng giao tiếp, thuyết trình•	Kỹ năng giải quyết vấn đề và phân tích tình huống•	Kỹ năng làm việc theo nhóm & làm việc độc lập•	Kỹ năng tự nghiên cứu.•	Khảo sát và thiết kế hệ thốngTính cách: •	Mạnh mẽ, giàu nghị lực và quyết tâm, cẩn thận, có tinh thần trách nhiệm với công việc được giao•	Trung thực, chăm chỉ, sáng tạo•	Có tinh thần cộng tác, làm việc nhóm•	Có ý thức chia sẻ tri thứcYêu cầu khác: Chấp nhận làm việc ngoài giờ khi công việc yêu cầuChính sách đãi ngộTrở thành thành viên AMIGO bạn không chỉ được đảm bảo đầy đủ các chế độ phúc lợi BHXH, BHYT, BHTN, ngày nghỉ phép, lễ tết đầy đủ và trọn vẹn mà còn được hưởng chính sách Thu nhập và Đãi ngộ cạnh tranh trên thị trường, được làm việc trong môi trường chuyên nghiệp với những đồng nghiệp trẻ trung, nhiệt huyết, luôn đoàn kết, yêu thương và chia sẻ để mỗi ngày làm việc là một ngày hạnh phúc vì được cống hiến và phát triển.+ Thu nhập tháng: Lương tháng + Thưởng KPI (Lên đến 20% lương tháng);+ Gói thu nhập lên đến 17 tháng/năm. + Các hoạt động khen thưởng định kỳ (tháng/quý/chương trình/ thành tích đặc biệt) như: “Man of the month”, “Ngôi sao sáng tạo”, “Race to Fansipan”, Nhân viên/ team/ bộ phận/ phòng ban xuất sắc; Thưởng khi hoàn thành các khóa đào tạo/chứng chỉ chuyên môn… theo quy chế của công ty;+ Thưởng các dịp Lễ, Tết, Sinh nhật…;+ Chế độ nghỉ mát/ Innovation/ Team building hàng năm; + Bảo hiểm sức khỏe toàn diện hàng năm được thiết kế dành riêng cho CBNV Amigo;+ Gói Khám sức khỏe định kỳ hàng năm; + Định hướng phát triển nghề nghiệp với chương trình đào tạo chuyên môn và hỗ trợ thi các chứng chỉ quốc tế. ","ThưởngMức lương cạnh tranh + Thưởng các dịp lễ trong nămChăm sóc sức khoẻTham gia đầy đủ BHXH, BHYT, BHTN; Khám sức khỏe định kỳ hàng năm; Chế độ nghỉ mát; ốm đau, hiếu hỷ…Giải thưởngĐịnh hướng phát triển nghề nghiệp rõ ràng, được tham gia khóa đào tạo về kỹ năng và chuyên môn","Tầng 5, tòa nhà Indochina Plaza Hà Nội, số 241 XuânThủy, Cầu Giấy, Hà Nội"
1837722,IT Manager (Cyber Security Experienced),Unigen Vietnam Hanoi Co.Ltd,,,3,"Hà Nội, Bắc Ninh, Bắc Giang",1 tháng,"Job DescriptionThe Head of IT is responsible for managing the entire IT department, ensuring efficient operations, infrastructure management, and robust cyber security measures. This role involves strategic planning, team leadership, and the implementation of best practices in both IT and cyber security, specifically in electronic manufacturing environments.Key Responsibilities•	IT Management: Oversee all IT operations, including network management, system performance, and user support.•	Cyber Security: Develop and implement cyber security strategies to protect data and systems in line with industry standards.•	ISO 27001 Expertise: Conduct audits and ensure compliance with ISO 27001 standards, leading continuous improvement initiatives.•	Team Development: Mentor and lead the IT team, fostering a culture of growth and technical excellence.•	Vendor & Budget Oversight: Manage vendor relationships and IT budgets, ensuring cost-effective solutions.","•	Experience: 3 - 5 years in IT management with significant experience in cyber security, particularly in electronics manufacturing.•	Certifications: ISO 27001 certification and audit experience are preferable•	Skills: Strong leadership, problem-solving abilities, and effective communication skills.","ThưởngChances to develop your career and Attractive remuneration packageXe đưa đónTransportation arrangement around Hanoi, Hai Phong, Hung Yen, Hai DuongKhácWorking from Monday to Friday","Hà Nội, Vietnam; Số 11, đường 8, Khu công nghiệp đô thị và dịch vụ VSIP Bắc Ninh - Phường Phù Chẩn - Thành phố Từ Sơn; Bac Giang, Vietnam"
1837732,Senior Software Engineer,Techcombank,28.8,60.0,4,Hà Nội,1 tháng,"- Lead the team technically in improving scalability, stability and efficiency of our IT platform- Design, build and deploy new libraries and frameworks for our core systems while keeping higheststandards of code quality- Cooperate with other engineers and Product owners to identify and build incremental products through Scrum sprint- Understand the following technologies and navigate them properly: Java, Python, Scala, Spark, SQL etc.- Maintain software clean architecture, clean code, and high quality.- Participate in code reviews, pair programming, mob programming, and coaching other members","- Bachelor’s or Master’s degree in Computer Science, Software Engineering, Information Technology,or a related technical field- Have 4+ years of experience as a Data Engineer or Software Engineer- Have experience in Cloud (AWS/Azure/GCP)- Extremely proficient in at least 1 programming language (Python/Scala/Java)- Strong experience in systems architecture – particularly in complex, scalable, and fault-tolerantdistributed systems- Understand designs of resilience, fault-tolerance, high availability, and high scalability, ...- Tools: CI/CD, Gitlab, ...- Good at communication & team working- Being open-minded, willing to learn new things",Thưởng13th month salary + performance bonusChăm sóc sức khoẻAdvanced health insurance for you and your familyNghỉ phép có lươngPreferential loan policy for Techcombank’s employees,"119 Trần Duy Hưng, Cầu Giấy, Hà Nội"
1829422,Qc Engineer,LF Global Tech,500.0,1000.0,1,Hồ Chí Minh,4 ngày,"• Job Description:    - Review and understand software requirements, specifications, and technical documents.    - Design, develop, and execute test cases based on product requirements and functional specifications.    - Perform manual testing on web, mobile, and desktop applications to identify defects and ensure quality.    - Write and execute automated test scripts under the guidance of senior team members.    - Identify, log, and track defects using bug tracking tools (e.g., Jira, Bugzilla, etc.).    - Collaborate with the development team to resolve identified defects.    - Participate in test planning, test case reviews, and release planning.    - Ensure test coverage by reviewing user stories, acceptance criteria, and product documentation.    - Assist in regression, integration, and performance testing.","• Having at least 1 year of experience working in Tester position• Good understanding of the software development lifecycle (SDLC) and testing methodologies.• Familiarity with manual testing techniques• Knowledge of bug tracking and version control tools (e.g., Jira, Git).• Strong attention to detail and analytical skills.• Good communication and teamwork skills.• Ability to learn quickly and adapt to new technologies and processes.","ThưởngBirthday bonus
Holidays bonus
Referrals Bonus
Signing Bonus
Invention bonus
Completing project bonus
Seniority bonus
Bonus for improving skill coursesChăm sóc sức khoẻSocial InsuranceNghỉ phép có lương12 paid leavesXem thêm","2 floor, Victory House, 19-23 Đinh Bo Linh Street, 24 Ward"
1834777,IT Staff ( Nộp CV Tiếng Anh),Công Ty TNHH Atec System Việt Nam,,,1,Hải Phòng,21 ngày,"-	Monitor Server, Network and Production System Issue 24/7 (MES/ECS/EAS)Giám sát sự cố server, network và hệ thống sản xuất 24/7-	Update information to customers when having problemCập nhật thông tin cho khách hàng khi sự cố xảy ra-	Support troubleshooting when the system has problemsHỗ trợ xử lý sự cố khi hệ thống gặp vấn đề-	Co-operate with other IT member/ Customer/ Production teamPhối hợp với thành viên khác trong đội, phối hợp với khách hàng, bộ phận sản xuất","- Bachelor's degree in Information Technology or related field, or relevant experience- Fresh Student is acceptable, working experience in production environment is advantage- Working in ShiftsBENEFITS:• Attractive salary, 13th month salary, Incentive (depend on annual business results), 24/7 accident insurance, …• Opportunities to be trained in the professional environment to maximize your potential• Good chance to study and develop career path stably","Chăm sóc sức khoẻSocial insurance, health insurance, unemployment insurance according to Labor LawsHoạt động nhómProfessional, dynamic working environment","Tầng 5, Lô CC3-1, KCN Tràng Duệ, xã Hồng Phong, huyện An Dương, TP Hải Phòng"
1831722,Internship Tester (French),Capgemini Vietnam,,,0,Hồ Chí Minh,11 ngày,"About the Role/position:
In this role, you will be familiar with tester position. You will be trained on testing techniques and then work alongside senior testers within the Testing community. 

One should be a phenomenal teammate with a forward-thinking mindset, ability, and confidence to challenge the status quo to define future visions.
 
What we are looking for: 
•	Bachelor's Degree in Computer Science or related degree
•	Good communication in French is a must
•	Have programming skills for Computer Science or IT degree (any object-oriented programming language like Java/Python/C#) 
•	Mathematical aptitude and strong problem-solving skills
•	Good logical thinking and attention to detail
•	Self-development skills to keep up to date with fast-changing trends
•	A passion for working with technology
•	Ability to work under high pressure and tight schedule, highly accurate and detail-oriented
•	Good communication in English is a plus

Benefit:
•	Receiving technical training courses
•	Good opportunity to be a good tester in the future 
•	Good opportunity for working on international projects. Professional and dynamic working environment
•	Good opportunity for achieving valuable experience with variety projects, new technologies and hundreds of talents","Primary Skills:  
- Programming Language: Any Object Oriented Programming language like Java/Python/C# (applied for IT Degree) .

Qualifications:
- Software testers often have a degree in Computer Science or IT. However, the role is open to graduates from a variety of majors with good French communication.- Be able to work fulltime","ThưởngCompetitive salary, health insurance covered for employee and dependentsĐào tạoReceiving training opportunities including many technical seminars and soft skill training coursesKhácGood opportunity for promotion through regular performance review system","Centre Point, 106 Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh"
1828429,Product Manager - Agi for Enterprise,Trusting Social,72.0,120.0,0,Hồ Chí Minh,2 ngày,"- Define the product vision and roadmap for the development of a new AI product combining the power of LLM technologies such as GPT-4 and Trusting Social’s strength in predictive AI.- Work with cross-functional teams to identify and prioritize features that will deliver said vision- Develop and maintain a detailed project plan, outlining the key milestones and deliverables for successful delivery.- Ensure that the product meets the highest standards of quality and performance.- Lead a team of product owners, developers, data scientists, and engineers to deliver the product on time and within budget.- Collaborate with marketing and sales teams to ensure successful product launch and adoption.- Monitor and analyze market trends and emerging technologies, especially LLM/AGI, to ensure that our products remain competitive and cutting-edge.- Establish metrics and goals for the product that align with the company's overall strategy.","Must have- Ability to zoom in - analyzing a problem, pain point in depth; and zoom out - maintaining a clear picture of business impact, constraints, dependencies of all objectives & problems to effectively prioritize and ensure overall success- Go to the bottom of things, problems, metrics to derive key drivers. Listen intensely and think deeply to discover disruptive insights.- Mindful of feelings, emotions, needs and wants of customers, colleagues and yourself.- 4+ years of experience in product management and development, with exposure to or experience in AI technologies.- Exceptional problem-solving skills: think from first principles to validate insights, ask thoughtful questions, create well considered solutions that have a clear path to delivering large value- Good analytical and abstraction skills, with the ability to break down complex problems into smaller parts and identify key issues- Excellent communication skills, both verbal and written, and ability to articulate complex technical concepts to both technical and non-technical stakeholders with clarity of thought- Strong project management skills, including the ability to manage multiple projects simultaneously- Ability to work collaboratively with cross-functional teams and build strong relationships with stakeholders- Ability to be flexible, adaptable, and able to work in a fast-paced environment- Extreme ownership, ready to roll up your sleeves and do whatever it takes to realize the vision- Ability to maintain a keen attention to detail, keeping commitment with multiple objectives, and work well under pressure - Strong learning ability and self-motivation to acquire new knowledge Prefer- Degree or strong experience in Computer Science, Engineering, Mathematics, Consulting- Experience with Banking & Financial B2B products, especially AI solutions- Demonstrated experience in leading, inspiring, and growing a team to deliver successful products- Knowledge of AI/Machine Learning topics","Chăm sóc sức khoẻHealth insurance package for the whole family, free food at the office, Grab for Work allowanceMáy tính xách tayBe part of a winning team with exponential growth regionally, recruiting world-class talentKhácOpportunity to work and learn from one of the best and brightest technology teams in Vietnam","Tầng 8, Havana Tower - 132 Hàm Nghi, P. Bến Thành, Q.1, TP.HCM"
1837394,Senior Product Manager,"Công Ty Cổ Phần Công Nghệ Sinh Học Kim Hòa Phát 381 Đội Cấn, Ba Đình, Hà Nội",,,2,Hồ Chí Minh,29 ngày,"Nhằm mục tiêu xây dựng các kế hoạch chiến lược bán hàng hiệu quả và mục tiêu phát triển bền vững trong ngành y tế. Chúng tôi chào đón các ứng viên có kinh nghiệm trong lĩnh vực Marketing Chiến lược, ưu tiên các ứng viên có kinh nghiệm về thu thập và phân tích dữ liệu thị trường. Từ đó có thể tư vấn một cách tốt nhất cho Ban giám đốc về các chiến lược bán hàng và phát triển sản phẩm mới đi đúng hướng và nhu cầu của thị trường.MÔ TẢ NHIỆM VỤ THỰC HIỆN1. Nghiên cứu thị trường:   • Am hiểu và sử dụng được các phương pháp phân tích thị trường.   • Thu thập, xử lý, và phân tích và nhận định các thông tin liên quan đến môi trường kinh doanh, thông tin thị trường, khách hàng, đối thủ cạnh tranh bao gồm :     + Phân tích môi trường kinh doanh tại Việt Nam liên quan đến từng ngành hàng     + Lập danh sách dữ liệu về nhu cầu của từng khách hàng cho từng nhóm ngành hàng tại thị trường Việt Nam.     + Thu thập thông tin đối thủ cạnh tranh hiện tại và đối thủ tiềm năng     + Thu thập thông tin thị trường mới phục vụ cho việc phát triển sản phẩm mới.     + Cập nhật các xu hướng mới của thị trường     + Phân tích, tổng hợp và đánh giá các thông tin thị trường đã thu thập để đưa ra các thông số và nhận xét về tình hình thị trường trình BLĐ.     + Trình bày kết quả phân tích thị trường và đưa ra nhận định, đề xuất về chiến lược/góp ý cho BLĐ để đưa ra định hướng phát triển thị trường cho từng sản phẩm/ngành hàng.2. Nghiên cứu sản phẩm và chiến lược sản phẩm:   • Làm việc với các Hãng trong nhóm sản phẩm phụ trách để có đầy đủ thông tin sản phẩm các ngành hàng và đối thủ cạnh tranh.   • Hỗ trợ các hoạt động nghiên cứu của Hãng tại thị trường Việt Nam : Thẩm định chất lượng sản phẩm, tài trợ và thực hiện các nghiên cứu tại khách hàng.   • Lên kế hoạch tổng quát và chi tiết cho việc đưa sản phẩm vào thị trường.   • Nắm vững kiến thức sản phẩm và kiến thức về ngành.   • Đào tạo cho nhân viên kinh doanh thông tin về sản phẩm và thông điệp bán hàng cho từng dòng sản phẩm.   • Hỗ trợ đăng kí sản phẩm mới.   • Tổng hợp và đánh giá hoạt động bán hàng ở từng thị trường theo từng khách hàng và ngành hàng.3. Đảm bảo các công việc MKT của công ty:   • Chịu trách nhiệm về doanh số các dòng sản phẩm phụ trách.   • Quản lý, phân bổ và theo sát tiến độ công việc phòng MKT.   • Báo cáo định kì cho BLĐ.   • Lên kế hoạch triển khai chương trình MKT cho từng sản phẩm, dự trù ngân sách thực hiện: đào tạo, hội nghị, tài trợ, POSM….   • Phối hợp với sale và MKT để đưa ra chiến lược phát triển trong ngắn, trung và dài hạn cho các dòng sản phẩm phụ trách đảm bảo chỉ tiêu được giao.   • Báo cáo các hoạt động MKT cho ban giám đốc.   • Phối hợp với các phòng ban đàm phán các điều khoản hợp đồng với Hãng sản xuất.   • Kết nối các hoạt động chuyên môn, hỗ trợ kỹ thuật của Hãng và Công ty cho các khách hàng.   • Quản lý và phân bổ ngân sách MKT.   • Chịu trách nhiệm cuối cùng về dòng sản phẩm phụ trách:     + Duyệt chỉ tiêu phát triển sản phẩm theo kỳ kinh doanh, phù hợp với kế hoạch chung của công ty.     + Duyệt các kế hoạch phát triển sản phẩm với Hãng và công ty.     + Xây dựng kế hoạch mở rộng địa bàn, mở rộng menu phát triển doanh số, sản phẩm.     + Xây dựng công cụ bán hàng cho đội ngũ kinh doanh : Brochure, Tài liệu hướng dẫn khách hàng sử dụng sản phẩm, visual ads, gimmick.     + Trực tiếp chăm sóc một số KOLs mảng sản phẩm phụ trách (Tim mạch can thiệp).     + Duyệt các kế hoạch tổ chức hội thảo, hội nghị khách hàng.     + Chủ động nghiên cứu các đề tài liên quan đến sản phẩm nhằm tăng thêm các kiến thức chuyên sâu về dòng sản phẩm phụ trách.   • Quản lý website, facebook của công ty : thiết kế tờ rơi giới thiệu công ty & sản phẩm.4. Phối hợp xây dựng văn hóa công ty:   • Hỗ trợ các chương trình hoạt động văn hóa công ty: team building, họp tổng kết giữa năm, đầu năm, Family day…   • Đề xuất các ý tưởng để duy trì văn hóa công ty hiệu quả.5. Tương tác với các phòng ban trong công ty:   • Hỗ trợ GĐCN về định hướng, và tầm nhìn phát triển dòng sản phẩm phù hợp.   • Tư vấn, hỗ trợ, giải đáp thắc mắc về sản phẩm cho các phòng ban trong công ty về giá, mã hàng, chất lượng sản phẩm, lên dự trù số lượng đặt hàng.   • Làm việc với phòng thầu : dịch, biên soạn, quản lý công tác biên soạn các tài liệu về sản phẩm: tài liệu phân tích sản phẩm, danh mục hồ sơ Thầu, tài liệu chào thầu. Xây dựng và hoàn thiện các cấu hình, thông số kỹ thuật để hỗ trợ chuyên môn cho KD vào thầu/mua sắm tại KH.   • Làm việc với bộ phận mua hàng : theo dõi số lượng hàng tồn kho, sản lượng tiêu thụ của hàng, thông báo biến động về sản phẩm, thị trường có ảnh hưởng đến số lượng dự trù hàng tới phòng mua hàng.   • Làm việc với BLĐ : báo cáo tổng kết doanh số toàn bộ các dòng sản phẩm được giao theo định kỳ và theo yêu cầu. Phân tích đánh giá hiệu quả phát triển sản phẩm trên thực tế so với kế hoạch và đưa ra chiến lược phát triển phù hợp cho từng thời kì.   • Làm việc với BLĐ : xây dựng cơ chế thưởng và push số cho Kinh Doanh.6. Các công việc khác:   • Sẵn sàng làm thêm giờ hoặc công tác khi phát sinh yêu cầu.","Trình độ học vấn:• Đại học trở lên chuyên ngành Y Dược, Xét nghiệm, công nghệ sinh học, điện tử y sinh. Đã có kinh nghiệm ở vị trí tương tự 2-3 nămTrình độ ngoại ngữ:• Anh ngữ  - Giao tiếp - Chuyên ngànhTrình độ tin học:• Ms. Word - Ms. Excel  - Ms. PowerPoint• Khác : BIKiến thức liên quan:• Ứng viên có kinh nghiệm từ 3 năm ở vị trí MKT đặc biệt là MKT trong lĩnh vực Y Tế/ Chăm sóc sức khỏe.• Ứng viên đã được đào tạo kiến thức về MKT• Có kinh nghiệm phân tích dữ liệu thị trường : ứng viên đã được huấn luyện, thực hành và sử dụng thành thạo các công cụ MKT đặc biệt là các công cụ/ phương pháp thu thập, thống kê, phân tích, đánh giá dữ liệu thị trường.• Sử dụng được các công cụ phân tích : Excel, BIKỹ năng liên quan• Kỹ năng giao tiếp, xây dựng các mối quan hệ ( kết nối), kỹ năng đàm phán tốt, ưu tiên các ứng viên đã có kinh nghiệm đàm phán, listing sản phẩm, cài danh mục.• Kỹ năng lãnh đạo và khích lệ nhóm làm việc• Kỹ năng thuyết trình• Kỹ năng đào tạo và huấn luyện• Kỹ năng lập kế hoạch và tổ chức thực hiện• Kỹ năng xử lý thông tin và giải quyết vấn đề• Kỹ năng làm việc độc lập và theo nhóm• Kỹ năng quản lý thời gianKhả năng làm việc• Chính trực, khách quan, công bằng, làm việc chăm chỉ• Có cảm nhận về con người tốt• Trách nhiệm và quyết đoán• Làm việc độc lập, theo nhóm và chịu được áp lực caoKinh nghiệm, phẩm chất cá nhân:Số năm kinh nghiệm:• Yêu cầu, số năm tối thiểu: 3 năm   Tính cách cá nhân:• Năng động, nhiệt tình, cởi mởTố chất cần có:• Trung thực, nhanh nhẹnThể chất/ Sức khỏe:• TốtGiới tính:• Nam/ NữĐộ tuổi:• 28 trở lênNgoại hình:• Ưa nhìn",ThưởngLương tháng 13Chăm sóc sức khoẻChế độ chăm sóc sức khỏe cho cá nhânCơ hội du lịchChế độ nghỉ dưỡng hàng năm cho gia đình,"Hồ Chí Minh, Việt Nam"
1826474,Nhân Viên IT,Công Ty TNHH Xe Buýt Daewoo Việt Nam,,,1,Vĩnh Phúc,29 ngày,"- Chịu trách nhiệm triển khai hoạt động bảo trì và xử lý các sự cố mạng và thiết bị liên quan trong hệ thống.- Có khả năng thiết lập, cài đặt, nâng cấp mạng nội bộ, hệ phân quyền, bảo mật, mail, server, ứng dụng,…- Hỗ trợ người dùng các thiết bị văn phòng (máy photocopy, máy in, máy scan, máy fax, hệ thống CCTV, máy chấm công, IP phone và desk phone…) & phần mềm.- Quản lý xe Công ty (Làm hợp đồng thuê xe, kiểm tra, thanh toán, kiểm định và công việc liên quan khác…)- Các công việc khác theo yêu cầu của người quản lý","- Trình độ: Tốt nghiệp Cao Đẳng về IT trở lên- Tính cách: Trung thực, chăm chỉ, cẩn thận, và linh hoạt trong công việc hành chính- Có khả năng sửa chữa, vận hành các thiết bị Văn phòng.- Kinh nghiệm: 1 năm kinh nghiệm vị trí hành chính IT* Quyền lợi:-	Mức lương: Thỏa thuận-	Hình thức Hợp đồng lao động: Chính thức, dài hạn-	Ca làm việc: Làm theo giờ hành chính (7h30-16h30) từ thứ 2 đến thứ 7.-	Được làm việc trong môi trường làm việc năng động, chuyên nghiệp; có cơ hội thăng tiến và được hưởng mức thu nhập cạnh tranh- Được hưởng các loại tiền thưởng: Tiền thưởng lương tháng 13, tiền thưởng sản xuất, tiền thưởng lễ trung thu,…- Được tham gia BHXH, BHYT, BHTN và các chế độ khác theo luật hiện hành.","ThưởngThưởng lương tháng 13, trung thu, phụ cấp điện thoại, giao thôngNghỉ phép có lương12 ngày phép/ nămXe đưa đónCó xe đưa đón từ Hà Nội, phụ cấp giao thông","Vĩnh Phúc, Vietnam"
1824704,Nhân Viên Truyền Dẫn,Công Ty Cổ Phần Tư Vấn Chuyển Giao Công Nghệ ITC,9.0,15.0,1,Hà Nội,29 ngày,"- Triển khai các mạng DWDM hãng Infinera/Cenia với các khách hàng lớn khối SP.- Làm việc với các nhà mạng để đảm bảo kết nối, băng thông.- Hỗ trợ kỹ thuật, SLA cho các nhà mạng.- Thực hiện các công việc liên quan theo chỉ đạo của Trưởng phòng","-  Nam, trình độ đại học, ưu tiên các ứng viên tốt nghiệp chuyên ngành CNTT/ĐTVT.-  Có khả năng đọc hiểu tiếng anh, giao tiếp cơ bản.-  Có khả năng làm việc độc lập và theo nhóm, quản lý thời gian tốtQuyền lợi ứng viên Mức lương: + Fresh/Junior: 9tr-15tr/tháng.+ Midle: Đàm phán thỏa thuận- Thưởng cuối năm theo năng lực hoàn thành công việc.- Cơ hội thăng tiến cao.- BHXH & BHYT theo quy định của Nhà nước.- Nghỉ lễ Tết theo quy định của Nhà nước và Công ty.- Ứng viên được hưởng đầy đủ các chế độ phúc lợi xã hội của công ty: Nghỉ mát hàng năm, picnic hàng tháng / quý, tham dự các khóa đào tạo cải thiện kỹ năng, hoạt động văn hóa thể dục thể thao tại công ty.","ThưởngThu nhập hấp dẫn cạnh tranh, thưởng hiệu quả công việcChăm sóc sức khoẻĐược đào tạo trở thành quản lý dự án chuyên nghiệp, có định hướng và lộ trình nghề nghiệp rõ ràngNghỉ phép có lươngĐược hưởng các chế độ phúc lợi của công ty, tham gia các hoạt động như võ, yoga, zumba, plank...","Số 10, ngõ 81 phố Linh Lang, phường Cống Vị, quận Ba Đình, Hà Nội"
1834756,Analytics and Insights Analyst,Techcombank,24.0,60.0,2,"Hồ Chí Minh, Hà Nội",21 ngày,"Within the Analytics and Insights Driven team, this is a unique opportunity to spearhead data driven and evidence based decision making.The Insights Analyst position requires both technical and business/marketing knowledge. He/she will work to gather & understand stakeholders’ business requirements and provide insights to optimize digital campaigns and optimize business processes. It is also technical advisory role and requires foundational technical acumen in digital analytics implementation and involves interaction with other internal stakeholders at the bank.Key accountabilities include:•	Be a recognized expert/SME for Adobe Analytics, Adobe Customer Journey Analytics within the bank.•	Act as a lead point of contact for any customer engagement or digital sales squad•	Use a range of metrics to assist with monitoring and evaluation of the performance of the digital campaigns and digital channels in order to inform decision making and influence business and design processes•	Work closely with Data Analyst to implement improvements to the sourcing and accuracy of data. •	Build trusted advisor relationships with our digital sales squads and business stakeholders.•	Gain an in-depth knowledge of the digital campaign process, app and website architecture, online business model, and online marketing strategy.•	Provide advisory to key stakeholders with industry best practices & recommendations throughout the implementation process.•	Technical writing and PowerPoint presentation creation","The Ideal candidate •  At least 02 years of relevant work experience •  English: Good•	Must have: Strong in analytics reporting tool such as GA or AA •	Strong analytical, data management and data insights & visualization commercial experience•	Understanding of customer analysis and performance analysis •	Degree qualified in a business and/or quantitative discipline. •	Excellent presentation and communications skills both written and verbal •	A passion for analytics and its applications in the real world. •	Nice to have: some experience in analytical and visualization software such as Power BI or TableauKey challenges•	Delivering sophisticated analysis and projects to the required standards and timeframes, given the need to rapidly understand and integrate information and adapt in an often fast changing environment •	Providing clear analytical advice using multiple sources of data within tight timeframes. Key relationships-	Digital sales squads -	Digital marketing-	Data and business intelligence",Thưởng13th month salary + performance bonusChăm sóc sức khoẻAdvanced health insurance for you and your familyNghỉ phép có lươngPreferential loan policy for Techcombank’s employees,"Ho Chi Minh City, Vietnam; Ha Noi"
1830007,Specialist Business Solutions (Temp 6-Month),"DKSH Vietnam Co., Ltd.",,,0,Hồ Chí Minh,7 ngày,"•	Design and Development: Create and maintain both new and existing code using languages and technologies of the Microsoft .NET framework, including C#, ASP.NET, and SQL Server, JavaScript, HTML, and CSS.•	Project Management: Collaborate with project managers and other developers to define project scope and objectives.•	Code Review: Review peers’ code to ensure adherence to good software design standards and high-quality performance.•	Testing and Debugging: Perform extensive software testing, debugging, and validation procedures.•	User Requirements: Analyze and understand user requirements to ensure they are incorporated into software designs and code.•	Documentation: Document software installation and configuration processes, ensuring all applications are up-to-date with the latest .NET technologies.•	Collaboration: Work with internal teams and vendors to fix and improve software products","•	Education: Bachelor’s degree in Computer Science, Information Technology, or a related field.•	Experience: Minimum of 3 years of experience in software development, with a focus on the Microsoft technology stack.•	Technical Skills: Proficiency in C#, ASP.NET, SQL Server, JavaScript, HTML, and CSS.•	Soft Skills: Excellent problem-solving skills, strong communication abilities, and the ability to work collaboratively in a team environment.•	Certifications: Microsoft Certified: Azure Developer Associate or similar certifications are a plus.•	Knowledge of front-end frameworks like Angular or React.",Thưởng13 payment + Performance bonusChăm sóc sức khoẻPTIĐào tạoMore enhance training courses,"Viettel Complex Building, 285 Cach Mang Thang Tam, Ward 12, District 10, Ho Chi Minh City."
